Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
5211,"um, see, but thats not the final draft.",Ross,4,neutral,526,15,3,5,"00:20:57,339","00:20:59,840"
5212,its laminated!,Isabella,0,negative,526,16,3,5,"00:21:00,342","00:21:02,301"
5213,"yeah, um, okay see, you were, you were on the list but my friend, chandler  brought up the very good point that you are international, so i bumped you for wynona rider, local.",Ross,4,neutral,526,17,3,5,"00:21:03,262","00:21:09,433"
5214,y'know its ironic...,Isabella,4,neutral,526,18,3,5,"00:21:19,444","00:21:22,905"
5216,...because i have a list of five goofy coffee house guys and yesterday i bumped you for that guy over there.,Isabella,4,neutral,526,19,3,5,"00:21:19,444","00:21:30,371"
5217,were just gonna be friends.,Ross,4,neutral,526,20,3,5,"00:21:38,380","00:21:39,964"
5218,get out of here you lurker!  go on! get!,Phoebe,0,negative,527,0,5,24,"00:08:00,313","00:08:04,065"
5219,hey pheebs!,Chandler,3,positive,527,1,5,24,"0:08:06,110","0:08:06,528"
5220,ohh! you made up!,Phoebe,6,positive,527,2,5,24,"0:08:06,528","0:08:09,007"
5221,"yeah, i couldn't be mad at him for too long.",Monica,4,neutral,527,3,5,24,"00:08:09,614","00:08:11,698"
5222,"yeah, she couldn't live without the chan love.",Chandler,3,positive,527,4,5,24,"00:08:11,991","00:08:20,290"
5223,"ohh, get a room.",Phoebe,1,negative,527,5,5,24,"00:08:18,122","00:08:20,290"
5224,we have one.,Monica,4,neutral,527,6,5,24,"0:08:20,500","0:08:21,682"
5225,i know. use it.,Phoebe,1,negative,527,7,5,24,"0:08:21,682","0:08:22,506"
5226,"oh mon, listen i have to ask!",Rachel,6,positive,528,0,6,15,"00:17:08,068","00:17:20,288"
5227,"okay, joey tribbiani invited me back to his apartment, now does he do this with a lot of girls?",Rachel,4,neutral,528,1,6,15,"00:17:10,863","00:17:20,288"
5228,"yeah, a lot. a lot, a lot!",Monica,4,neutral,528,2,6,15,"00:17:15,284","00:17:20,288"
5229,"ohh! and im one of them!! wow! oh, i just cannot believe this! i mean, joey tribbiani!",Rachel,6,positive,528,3,6,15,"00:17:20,456","00:17:29,464"
5230,"well, yknow its none of my business, but arent you married?",Monica,4,neutral,528,4,6,15,"00:17:29,715","00:17:39,098"
5231,yeah. oh i just wish we could not be married for a little bit! yknow i just wish we could be like on a break!,Rachel,0,negative,528,5,6,15,"00:17:32,342","00:17:43,227"
5232,ross! i think she is trying to make something happen with you to get back at me!,Rachel,0,negative,529,0,6,14,"00:17:44,772","00:17:48,232"
5233,so thats the only reason she could be here huh?,Ross,4,neutral,529,1,6,14,"00:17:48,400","00:17:51,235"
5234,it couldnt have anything to do with the fact that-that maybe im a good listener and i uh i put on a,Ross,4,neutral,529,2,6,14,"00:17:51,403","00:18:06,000"
5235,"ross, i am telling you that she is using you to get back at me!",Rachel,0,negative,529,3,6,14,"00:18:00,704","00:18:06,000"
5237,"i think i can take care of myself, ill talk to you later.",Ross,4,neutral,529,4,6,14,"0:18:06,168","0:18:09,640"
5238,good-bye.,Ross,4,neutral,529,5,6,14,"0:18:09,640","0:18:11,054"
5239,whoa!,Ross,6,positive,529,6,6,14,"00:18:12,091","00:18:13,716"
5240,"uh, that was your sister actually.",Ross,4,neutral,529,7,6,14,"00:18:14,885","00:18:18,679"
5241,she-she thinks that youre just using me.,Ross,4,neutral,529,8,6,14,"00:18:18,847","00:18:21,182"
5242,so?,Jill,4,neutral,529,9,6,14,"00:18:22,017","00:18:23,726"
5243,im sorry.,Phoebe,5,negative,530,0,3,25,"0:18:57,136","0:18:58,068"
5244,what are you doing here?!,Phoebe Sr,6,negative,530,1,3,25,"0:18:58,068","0:18:59,697"
5245,"i-i, came to fill your ice cube trays.",Phoebe,4,neutral,530,2,3,25,"00:19:00,180","00:19:03,850"
5246,what?!,Phoebe Sr,6,negative,530,3,3,25,"00:19:05,102","00:19:06,561"
5247,"umm, okay, okay, look.",Phoebe,4,neutral,530,4,3,25,"00:19:09,565","00:19:12,358"
5248,i took this picture from your fridge.,Phoebe,0,negative,530,5,3,25,"0:19:12,526","0:19:14,548"
5249,"okay, because i know that this is my father.",Phoebe,0,negative,530,6,3,25,"0:19:14,548","0:19:16,708"
5250,"yeah, this is frank buffay and you are standing right there next to him.",Phoebe,0,negative,530,7,3,25,"00:19:16,822","00:19:20,241"
5251,"now, look i deserve to know where i came from.",Phoebe,0,negative,530,8,3,25,"00:19:20,784","00:19:23,202"
5252,all right?,Phoebe,0,negative,530,9,3,25,"0:19:23,370","0:19:23,788"
5253,so if you can help me find my father then you should!,Phoebe,0,negative,530,10,3,25,"0:19:23,788","0:19:26,641"
5254,"otherwise, youre just mean!",Phoebe,0,negative,530,11,3,25,"00:19:26,748","00:19:29,000"
5255,"so, just tell me the truth!",Phoebe,0,negative,530,12,3,25,"00:19:31,420","00:19:33,629"
5256,"all right, the man in the picture is chuck magioni.",Phoebe Sr,4,neutral,530,13,3,25,"00:19:34,089","00:19:40,052"
5257,my father is chuck magioni?,Phoebe,6,negative,530,14,3,25,"00:19:42,181","00:19:44,974"
5258,"no, no, thats just chuck magioni, i-i sold him a house last year!",Phoebe Sr,4,neutral,530,15,3,25,"00:19:45,142","00:19:53,816"
5259,"and im very sorry, but i dont know where your father is, and thats the truth.",Phoebe Sr,5,negative,530,16,3,25,"00:19:49,605","00:19:55,735"
5260,oh.,Phoebe,5,negative,530,17,3,25,"00:19:56,320","00:19:57,570"
5261,"but umm, youre right.",Phoebe Sr,4,neutral,530,18,3,25,"00:19:57,946","00:20:00,406"
5262,i think that a person should know where they come from.,Phoebe Sr,4,neutral,530,19,3,25,"00:20:00,991","00:20:03,951"
5263,"wh-which is why i ah,  ahh,  okay.",Phoebe Sr,4,neutral,530,20,3,25,"00:20:04,620","00:20:14,629"
5264,im your mother.,Phoebe Sr,4,neutral,530,21,3,25,"00:20:15,672","00:20:17,340"
5265,heh?,Phoebe,6,negative,530,22,3,25,"00:20:20,177","00:20:21,677"
5266,"y'know i wanted to tell you yesterday, but i just, i kinda felt all floopy, and...",Phoebe Sr,5,negative,530,23,3,25,"00:20:22,512","00:20:27,642"
5267,whats happening to your accent?,A Student,6,negative,531,0,6,4,"00:20:01,742","00:20:04,327"
5268,come again?,Ross,6,negative,531,1,6,4,"0:20:07,164","0:20:07,976"
5269,whats-whats this nonsense?,Ross,2,negative,531,2,6,4,"0:20:07,976","0:20:10,173"
5270,"all right, im-im not english.",Ross,5,negative,531,3,6,4,"00:20:14,213","00:20:16,964"
5271,im from long island.,Ross,4,neutral,531,4,6,4,"00:20:18,592","00:20:20,927"
5272,"i was really nervous and the accent just uh, just came out.",Ross,5,negative,531,5,6,4,"00:20:21,428","00:20:25,806"
5273,im sorry.,Ross,5,negative,531,6,6,4,"00:20:25,974","00:20:28,184"
5274,"so, if we could just get back to the lecture.",Ross,4,neutral,531,7,6,4,"00:20:30,062","00:20:33,022"
5275,"umm, were there any questions?",Ross,4,neutral,531,8,6,4,"00:20:33,732","00:20:36,984"
5276,about paleontology.,Ross,4,neutral,531,9,6,4,"00:20:39,696","00:20:41,322"
5277,"all right, look i was just trying to make a good first impression.",Ross,0,negative,531,10,6,4,"00:20:43,867","00:20:47,703"
5278,"obviously, i screwed up.",Ross,5,negative,531,11,6,4,"00:20:47,871","00:20:49,747"
5279,but what you guys think of me is really important because im-im hoping to get a permanent job here.,Ross,4,neutral,531,12,6,4,"00:20:49,915","00:20:55,294"
5280,so if you just give me another chance to make a good impression,Ross,4,neutral,531,13,6,4,"00:20:55,462","00:20:58,839"
5281,ross!! are you crazy?! i am,Rachel,0,negative,531,14,6,4,"00:21:00,425","00:21:06,055"
5282,"well, hello rachel!",Ross,6,positive,531,15,6,4,"00:21:16,024","00:21:17,775"
5283,"where you going, joe?",Chandler,4,neutral,532,0,9,12,"00:10:28,794","00:10:31,046"
5284,for a walk.,Joey,4,neutral,532,1,9,12,"00:10:35,426","00:10:37,135"
5285,oh. you mind if i join you?,Chandler,4,neutral,532,2,9,12,"00:10:37,303","00:10:39,304"
5286,"actually, that will be long. you know, i really need to organize    my thoughts.",Joey,4,neutral,532,3,9,12,"00:10:39,555","00:10:44,851"
5287,your thoughts? plural?,Chandler,6,positive,532,4,9,12,"00:10:46,103","00:10:48,355"
5288,"allright, fine, i only have one thought! it's about the hot nanny,    i gotta see her!",Joey,3,positive,532,5,9,12,"00:10:55,780","00:10:57,906"
5289,"i'm afraid i can't let you do that, joe.",Chandler,4,neutral,532,6,9,12,"0:10:58,908","0:11:01,010"
5290,now you're telling me i can't see her??,Joey,0,negative,532,7,9,12,"0:11:01,010","0:11:02,514"
5291,you guys are killing me!,Joey,5,negative,532,8,9,12,"0:11:02,620","0:11:04,122"
5292,she's forbidden fruit!,Joey,5,negative,532,9,9,12,"0:11:04,122","0:11:07,186"
5293,"it's like ... like she's the princess and i'm the stable    boy ... why are you doing this, huh?",Joey,5,negative,532,10,9,12,"00:11:07,291","00:11:17,092"
5294,did ross tell you not to let me go over    there?,Joey,4,neutral,532,11,9,12,"00:11:14,840","00:11:17,092"
5295,"yes, as a matter of fact he did, so i can't let you go.",Chandler,4,neutral,532,12,9,12,"00:11:17,301","00:11:20,011"
5296,huh. interesting. now there are obstacles. hot nanny and me against    the world. this is the kind of stuff great novels are made of.,Joey,0,negative,532,13,9,12,"00:11:20,221","00:11:31,022"
5297,great novels?,Chandler,6,positive,532,14,9,12,"00:11:28,896","00:11:31,022"
5298,fine ... mediocre porn,Joey,4,neutral,532,15,9,12,"00:11:31,232","00:11:33,817"
5299,"okay, i think we can get the evaluation back before they see it, but were gonna have to get into mr. zelners office.",Rachel,4,neutral,533,0,7,9,"00:16:11,428","00:16:18,685"
5300,"now, he doesnt get in until 10, so hes no problem, but his assistant, betty, she comes in early to eat her breakfast at her desk.",Rachel,4,neutral,533,1,7,9,"00:16:18,894","00:16:22,939"
5301,thats kinda sad.,Tag,5,negative,533,2,7,9,"00:16:23,148","00:16:26,401"
5302,"yeah, well betty is kinda sad. which is why i believe i can lure her away with these chocolates.  now, while i distract her,",Rachel,4,neutral,533,3,7,9,"00:16:26,819","00:16:34,200"
5303,got it!,Tag,3,positive,533,4,7,9,"0:16:34,410","0:16:34,962"
5304,lets roll!,Rachel,3,positive,533,5,7,9,"0:16:34,962","0:16:35,840"
5305,"hello rachel, you uh, got a minute?",Mr. Zelner,4,neutral,533,6,7,9,"00:16:37,496","00:16:39,706"
5306,"yeah, sure mr. zelner, for you anythingminute. okay. fine.  abort the plan, abort the plan.",Rachel,4,neutral,533,7,7,9,"00:16:45,546","00:16:47,130"
5307,"uh actually, id like to speak with both of you.",Mr. Zelner,4,neutral,533,8,7,9,"00:16:47,923","00:16:50,591"
5308,"okay. uh, well can we, can we get you anything mr. zelner? maybe some chocolates?",Rachel,4,neutral,533,9,7,9,"00:16:51,051","00:16:57,849"
5309,"cassie, are you finding everything okay in there?",Phoebe,4,neutral,534,0,7,19,"00:21:14,147","00:21:16,482"
5310,yeah! thank you so much for letting me stay here.,Cassie,4,neutral,534,1,7,19,"00:21:16,650","00:21:19,443"
5311,oh! no problem! i,Phoebe,3,positive,534,2,7,19,"00:21:19,611","00:21:21,821"
5312,what?,Cassie,6,positive,534,3,7,19,"00:21:40,007","00:21:41,048"
5313,you are iron.,Hoshi,4,neutral,535,0,3,24,"0:07:00,294","0:07:01,337"
5314,you are steel!,Hoshi,3,positive,535,1,3,24,"0:07:01,337","0:07:03,186"
5315,"let me ask you something, how come when i call your computer support line, i have to wait an hour and a half?",Hoshi,0,negative,535,2,3,24,"00:07:03,840","00:07:09,678"
5316,"i told you, were adding new operators all the time. could we concentrate on my training?",Pete,4,neutral,535,3,3,24,"00:07:09,929","00:07:13,432"
5317,"i mean why, of all people would you want to go out with chip?!",Rachel,6,negative,536,0,4,2,"00:07:20,064","00:07:22,858"
5318,"look, you and i went to different high schools...",Monica,4,neutral,536,1,4,2,"00:07:23,025","00:07:24,776"
5319,"okay, that doesnt help me, because we went to the same high school.",Rachel,4,neutral,536,2,4,2,"00:07:24,944","00:07:27,946"
5320,"you went to one where you were popular, and you got to ride off chips motorcycle, and wear his letterman jacket.",Monica,4,neutral,536,3,4,2,"00:07:28,114","00:07:34,494"
5321,i went to one where i wore a band uniform they had to have specially made.,Monica,5,negative,536,4,4,2,"0:07:34,662","0:07:38,834"
5322,they had to have that specially made?!,Rachel,6,negative,536,5,4,2,"0:07:38,834","0:07:38,972"
5323,it was a project for one of the home ec classes.,Monica,4,neutral,536,6,4,2,"00:07:45,214","00:07:47,299"
5324,"oh my god, they told us that was for the mascot!",Rachel,6,negative,536,7,4,2,"00:07:49,260","00:07:52,721"
5325,"back then, i thought that i would never, ever get the chance to go out with a chip matthews, and now hes-hes called me up and asked me out.",Monica,6,positive,536,8,4,2,"00:07:55,558","00:08:03,482"
5326,and the fat girl inside of me really wants to go.,Monica,3,positive,536,9,4,2,"0:08:03,649","0:08:06,277"
5327,i-i owe her this.,Monica,4,neutral,536,10,4,2,"0:08:06,277","0:08:07,795"
5328,i never let her eat.,Monica,4,neutral,536,11,4,2,"00:08:07,904","00:08:09,654"
5329,"oh, you go out with him.",Rachel,4,neutral,536,12,4,2,"0:08:10,490","0:08:12,912"
5330,"oh, really?!",Monica,6,positive,536,13,4,2,"0:08:12,912","0:08:13,136"
5331,"yeah. just, if its possible, could you leave him somewhere and go have sex with another guy?",Rachel,4,neutral,536,14,4,2,"00:08:13,242","00:08:18,705"
5332,ill try.,Monica,4,neutral,536,15,4,2,"00:08:19,081","00:08:20,790"
5333,"hey! tall guy! hey, listen, i wanted to talk to you about that girl that youre dancing with.",Joey,4,neutral,537,0,6,10,"00:12:04,432","00:12:15,483"
5334,"yeah, yeah, okay.",Joey,4,neutral,537,1,6,10,"00:12:16,193","00:12:19,154"
5335,"uh, look buddy, i came with that girl, and i had this plan to kiss her at the new years countdown  im trying to win her over, so i was wondering if..",Joey,3,positive,537,2,6,10,"00:12:22,032","00:12:29,164"
5336,"oh come on man, you can dance with my partner, shes real, uh, mellow!",Joey,0,negative,537,3,6,10,"00:12:31,208","00:12:35,295"
5337,"well, i was hoping after tonight that maybe i could you know",Joey,4,neutral,537,4,6,10,"00:12:40,384","00:12:42,844"
5338,"ross, get over it! its not like she hates you.",Rachel,0,negative,538,0,6,11,"00:08:31,511","00:08:33,053"
5339,yeah but,Ross,5,negative,538,1,6,11,"00:08:33,221","00:08:35,430"
5340,"ross, shes not weird, she just wants her stuff to be one of a kind.",Rachel,4,neutral,538,2,6,11,"00:08:45,358","00:08:49,069"
5341,huh. yknow whats not one of a kind? a twin!,Ross,0,negative,538,3,6,11,"00:08:49,237","00:08:53,823"
5345,"ooh, phoebes here! okay, lets turn out all the lights and well just watch the movie!",Rachel,3,positive,538,4,6,11,"00:08:58,663","00:09:01,373"
5346,"okay. heyooh, cool sheets!",Phoebe,3,positive,538,5,6,11,"00:09:01,582","00:09:05,252"
5347,"oh, you like it? you wanna know where i got it?",Ross,3,positive,538,6,6,11,"00:09:01,582","00:09:08,213"
5348,sure!,Phoebe,3,positive,538,7,6,11,"00:09:05,419","00:09:08,213"
5349,he got it a flea market!,Rachel,3,positive,538,8,6,11,"00:09:08,381","00:09:09,798"
5350,"you bought your sheets at a flea market? ross come on, you gotta loosen the purse strings a little.",Phoebe,1,negative,538,9,6,11,"00:09:11,300","00:09:17,889"
5351,and joey?,Rachel,4,neutral,539,0,9,12,"00:01:08,318","00:01:09,443"
5352,how do you think she's doing?,Joey,4,neutral,539,1,9,12,"00:01:09,694","00:01:11,487"
5353,am i the only one who doesn't think that she's hot? ross?,Rachel,6,positive,539,2,9,12,"00:01:13,656","00:01:16,116"
5354,"eh, i mean, i mena she's not unattractive but hot? i ....",Ross,6,positive,539,3,9,12,"00:01:16,326","00:01:23,499"
5355,thank you!,Rachel,3,positive,539,4,9,12,"00:01:23,917","00:01:25,751"
5356,now that rachel's gone?,Chandler,4,neutral,539,5,9,12,"00:01:28,004","00:01:29,296"
5357,so hot i cried myself to sleep last night.,Rachel,5,negative,539,6,9,12,"00:01:29,506","00:01:32,049"
5358,"oh, god help us.",Monica,5,negative,540,0,1,5,"00:04:30,937","00:04:38,193"
5359,what?,Joey,6,negative,540,1,1,5,"00:05:50,350","00:05:51,808"
5360,ugly naked guy's laying kitchen tile. eww!,Monica,1,negative,540,2,1,5,"00:06:31,891","00:06:34,267"
5361,"eww! look, i'm asking a favor here. if i do this for her brother, maybe angela will come back to me.",Joey,1,negative,540,3,1,5,"00:06:38,147","00:06:45,445"
5363,"i know, but, i made a huge mistake. i never should have broken up with her. will you help me? please?",Joey,5,negative,540,5,1,5,"00:06:49,200","00:06:59,668"
5364,"so honey, this morning was fun, huh? me hopping in on you in the shower there.",Ross,3,positive,541,0,6,15,"00:13:48,744","00:13:54,457"
5365,yeah! and maybe someday we could get a place with two bathrooms.,Carol,3,positive,541,1,6,15,"00:13:54,625","00:13:58,336"
5366,"look carol umm, i was, i was thinking maybe uh, maybe we can spice things up a little.",Ross,4,neutral,541,2,6,15,"00:14:01,841","00:14:08,596"
5367,what do you mean?,Carol,6,positive,541,3,6,15,"0:14:08,848","0:14:09,516"
5368,carol our sex life isits just not working,Ross,5,negative,541,4,6,15,"0:14:09,516","0:14:12,172"
5369,hey there little fella!,Ross,3,positive,541,5,6,15,"00:14:12,309","00:14:15,854"
5370,"hey, uh-hey, why dont we get some shoes on ya, huh?",Ross,4,neutral,541,6,6,15,"00:14:16,021","00:14:17,981"
5371,"hey, why dont you show dad how you can put your shoes on, in your room!",Ross,3,positive,541,7,6,15,"00:14:18,128","00:14:21,276"
5372,yay!,Ross,3,positive,541,8,6,15,"00:14:21,485","00:14:23,444"
5374,yay!,Ben,3,positive,541,9,6,15,"0:14:21,485","0:14:22,237"
5375,yay!,Ross,3,positive,541,10,6,15,"0:14:22,237","0:14:23,491"
5376,"seriously, our sex life i was thinking, maybe i dont know, we could try some-some new things.",Ross,4,neutral,541,11,6,15,"00:14:25,698","00:14:34,205"
5378,for fun?,Ross,4,neutral,541,12,6,15,"00:14:31,328","00:14:34,205"
5379,like what?,Carol,6,positive,541,13,6,15,"00:14:34,373","00:14:38,042"
5380,"well i dont know umm,  what if we were too tie each other up?",Ross,3,positive,541,14,6,15,"00:14:34,373","00:14:45,133"
5381,"umm, some people eat stuff off one another.",Ross,4,neutral,541,15,6,15,"00:14:52,224","00:14:56,728"
5382,nah!,Ross,1,negative,541,16,6,15,"00:14:58,355","00:14:59,981"
5383,"umm, yknow we-we could try dirty talk?",Ross,4,neutral,541,17,6,15,"00:15:00,232","00:15:04,402"
5384,"umm, we could, we could have a threesome.",Ross,4,neutral,541,18,6,15,"0:15:05,821","0:15:08,658"
5385,i love that idea!,Carol,3,positive,541,19,6,15,"0:15:08,658","0:15:10,008"
5387,so whos idea was it to put everybody in the diner on skates?,Rachel,4,neutral,542,0,3,21,"00:00:02,711","00:00:05,713"
5388,"oh, some idiot customer put a suggestion in the suggestion box.",Monica,0,negative,542,1,3,21,"00:00:05,880","00:00:08,924"
5389,"oh my god, they took my idea!",Phoebe,6,positive,542,2,3,21,"0:00:09,217","0:00:10,889"
5390,that was you?!,Monica,6,negative,542,3,3,21,"0:00:10,889","0:00:11,351"
5391,"yeah! okay, here you go.",Phoebe,3,positive,542,4,3,21,"00:00:11,469","00:00:14,680"
5392,"rachel, i made you a cocoa.",Gunther,4,neutral,542,5,3,21,"00:00:15,306","00:00:17,057"
5393,"oh my god, are you guys okay?",Phoebe,6,negative,542,6,3,21,"0:00:21,104","0:00:22,439"
5394,are you all right?,Gunther,6,negative,542,7,3,21,"0:00:22,439","0:00:23,321"
5395,oh my.,Joey,6,positive,542,8,3,21,"0:00:23,321","0:00:23,763"
5396,sit!,Rachel,0,negative,543,0,2,22,"00:20:32,356","00:20:33,814"
5397,hi.,Joshua,4,neutral,543,1,2,22,"00:20:39,863","00:20:41,197"
5398,"oh my gosh, joshua!",Rachel,6,positive,543,2,2,22,"00:20:41,365","00:20:43,824"
5399,all those things i said about not being ready,Joshua,4,neutral,544,0,4,16,"00:20:46,161","00:20:49,288"
5400,theyre not true?,Rachel,2,negative,544,1,4,16,"0:20:49,623","0:20:50,465"
5401,"no, theyre-theyre all true.",Joshua,4,neutral,544,2,4,16,"0:20:50,465","0:20:52,099"
5402,oh.,Rachel,3,positive,544,3,4,16,"00:20:52,209","00:20:53,501"
5403,but,Joshua,4,neutral,544,4,4,16,"00:20:54,836","00:20:55,878"
5404,"oh! oh, i love that but.",Rachel,6,positive,544,5,4,16,"00:20:54,836","00:21:00,758"
5405,you wanna go inside and have some coffee?,Rachel,4,neutral,544,6,4,16,"00:21:11,311","00:21:13,646"
5406,yeah.,Joshua,4,neutral,544,7,4,16,"00:21:13,814","00:21:15,856"
5407,okay.  every time.,Rachel,4,neutral,544,8,4,16,"00:21:22,823","00:21:25,032"
5413,"what, phoebe, did you whip the potatoes? ross needs lumps!",Monica,0,negative,545,0,1,9,"00:13:07,411","00:13:12,248"
5414,"oh, i'm sorry, oh, i just, i thought we could have them whipped and then add some peas and onions.",Phoebe,5,negative,545,1,1,9,"00:13:12,416","00:13:19,798"
5415,why would we do that?,Monica,6,negative,545,2,1,9,"00:13:20,007","00:13:21,466"
5416,"well, 'cause then they'd be like my mom used to make them, you know, before she died.",Phoebe,5,negative,545,3,1,9,"00:13:24,094","00:13:25,720"
5417,"ok, three kinds of potatoes coming up.",Monica,4,neutral,545,4,1,9,"00:13:28,474","00:13:32,227"
5418,"ok, good-bye you guys. thanks for everything.  oh, sorry! oh, sorry!",Rachel,3,positive,545,5,1,9,"00:13:33,729","00:13:41,653"
5419,the most unbelievable thing has happened. underdog has just gotten away.,Chandler,6,negative,545,6,1,9,"00:13:43,155","00:13:46,741"
5420,the balloon?,Joey,4,neutral,545,7,1,9,"00:13:46,909","00:13:50,537"
5421,"no, no, the actual cartoon character. of course the balloon. it's all over the news. right before he reached",Chandler,4,neutral,545,8,1,9,"00:13:46,909","00:13:56,709"
5422,"i can't, i gotta go.",Rachel,4,neutral,545,9,1,9,"00:14:00,381","00:14:03,550"
5423,come on. an 80-foot inflatable dog let loose over the city. how often does that happen?,Chandler,6,negative,545,10,1,9,"00:14:03,717","00:14:09,222"
5424,almost never.,Phoebe,0,negative,545,11,1,9,"00:14:06,220","00:14:09,222"
5425,got the keys?,Monica,4,neutral,545,12,1,9,"0:14:09,849","0:14:10,517"
5426,ok.,Rachel,4,neutral,545,13,1,9,"0:14:10,517","0:14:13,258"
5427,what d'you think?,Monica,4,neutral,546,0,1,21,"00:05:11,436","00:05:13,013"
5428,lot of things.,Joey,4,neutral,546,1,1,21,"00:05:13,271","00:05:15,272"
5429,which one do you think she is?,Rachel,4,neutral,546,2,1,21,"00:05:16,232","00:05:18,108"
5430,may i help you?,Teacher,4,neutral,546,3,1,21,"00:05:18,318","00:05:19,943"
5431,"oh, no thanks, we're just here to observe.",Monica,4,neutral,546,4,1,21,"00:05:20,111","00:05:21,862"
5432,you don't observe a dance class. you,Teacher,4,neutral,546,5,1,21,"00:05:22,071","00:05:25,907"
5433,what does she mean?,Rachel,4,neutral,546,6,1,21,"00:05:30,788","00:05:32,039"
5434,i think she means  'you,Phoebe,4,neutral,546,7,1,21,"00:05:32,248","00:05:34,082"
5435,"okay, d'y'see anybody you think could be me?",Monica,0,negative,546,8,1,21,"00:05:40,089","00:05:42,799"
5436,people! last time there were some empty yoghurt containers lying around after class. let's not have that happen again!,Teacher,0,negative,546,9,1,21,"00:05:42,967","00:05:49,598"
5437,she could be you.,Rachel,4,neutral,546,10,1,21,"00:05:50,350","00:05:52,142"
5438,"let's get started. five, six, a-five six seven eight...",Teacher,4,neutral,546,11,1,21,"00:05:56,773","00:06:02,694"
5439,"okay, i'm not getting this!",Monica,0,negative,546,12,1,21,"00:06:07,408","00:06:09,242"
5440,i'm totally getting it!,Phoebe,3,positive,546,13,1,21,"00:06:09,452","00:06:12,537"
5441,did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,5,negative,546,14,1,21,"00:06:16,626","00:06:20,420"
5442,what? you just click when they click.,Rachel,6,positive,546,15,1,21,"00:06:28,262","00:06:30,430"
5443,"alright people, now everyone grab a partner.",Teacher,4,neutral,546,16,1,21,"00:06:32,308","00:06:34,810"
5444,"okay. and, my, dead, mother, says, you, are, it. i'm with rachel.",Phoebe,4,neutral,546,17,1,21,"00:06:36,646","00:06:41,608"
5445,great. it's gym class all over again.,Monica,1,negative,546,18,1,21,"00:06:42,026","00:06:44,736"
5446,"i'm not crazy, right? i mean, it was never like that.",Rachel,6,positive,547,0,1,20,"00:04:52,208","00:04:55,544"
5447,"nooo, it wasn't.",Barry,4,neutral,547,1,1,20,"00:04:56,212","00:04:58,422"
5448,"ooh, and it's so nice having this little sink here...",Rachel,3,positive,547,2,1,20,"00:05:00,800","00:05:04,678"
5449,"oh, ain't this nice? it's so quiet, i could just lie here all day.",Chandler,3,positive,548,0,9,23,"00:27:31,483","00:27:35,736"
5450,i know,Monica,4,neutral,548,1,9,23,"00:27:35,904","00:27:37,738"
5451,open your drapes! open your drapes!,Rachel,3,positive,548,2,9,23,"0:27:39,491","0:27:41,368"
5452,i'm so glad we've got adjoining rooms!,Chandler,3,positive,548,3,9,23,"0:27:41,368","0:27:44,553"
5453,the sun is out!,Monica,3,positive,548,4,9,23,"0:27:45,747","0:27:49,339"
5454,hey! remember when i had corneas?,Chandler,0,negative,548,5,9,23,"0:27:49,339","0:27:50,185"
5455,"ok listen, you go down to the pool and reserve the chairs, and i'll get the magazines and the lotion.",Monica,4,neutral,548,6,9,23,"00:27:50,293","00:27:56,590"
5456,ladies? ross's speech is in 45 minutes.,Chandler,4,neutral,548,7,9,23,"00:27:52,253","00:27:56,590"
5459,"walls are pretty thin, guys!",Ross,0,negative,548,10,9,23,"00:27:59,928","00:28:02,388"
5460,"hi uh, im joey tribbiani and with all do respect id like to donate some fluids.",Joey,3,positive,549,0,6,17,"00:07:01,546","00:07:06,967"
5461,"were actually at the end of one of our research cycles, so were not looking for applicants right now.",Receptionist,4,neutral,549,1,6,17,"00:07:08,845","00:07:13,473"
5462,"oh thats too bad. ive kinda been saving up.  uh, are you sure theres no studies i can participate in?",Joey,5,negative,549,2,6,17,"00:07:13,641","00:07:23,191"
5463,"well, heres a schedule of whats coming up.",Receptionist,4,neutral,549,3,6,17,"00:07:23,401","00:07:25,444"
5464,thanks.  well but this one starts now.,Joey,4,neutral,549,4,6,17,"00:07:27,697","00:07:29,239"
5465,"oh that one is available now, but only identical twins are eligible. its a twins study.",Receptionist,4,neutral,549,5,6,17,"00:07:29,407","00:07:35,245"
5466,"but its $2,000.",Joey,6,positive,549,6,6,17,"00:07:32,577","00:07:35,245"
5467,sorry.,Receptionist,5,negative,549,7,6,17,"00:07:35,955","00:07:38,248"
5468,well how about this one? testing the effects of joey tribbiani on attractive nurse receptionists.,Joey,4,neutral,549,8,6,17,"00:07:39,709","00:07:46,673"
5469,"we already got the results back on that on, and theyre not good.",Receptionist,3,positive,549,9,6,17,"00:07:47,592","00:07:51,386"
5470,hey! hows it goin?,Monica,4,neutral,550,0,1,18,"00:15:39,063","00:15:41,648"
5471,"well, not much has changed in the last five minutes.",Phoebe,4,neutral,551,0,6,18,"00:15:41,815","00:15:43,858"
5472,yes it has! i made cookies!,Monica,3,positive,551,1,6,18,"00:15:45,736","00:15:47,278"
5473,oh thats all right. im still full from your homemade potato chips.,Phoebe,4,neutral,551,2,6,18,"00:15:47,446","00:15:50,448"
5474,but you should eat them now because theyre hot from the oven.,Monica,3,positive,551,3,6,18,"00:15:50,616","00:15:54,994"
